event_id,race_id,year,circuit,attacker,target,target_number,event_start_time,event_end_time,event_duration_s,in_band_duration_s,horizon_end_time,horizon_s_effective,event_start_lap,n_samples_in_episode,gap_at_start_m,gap_at_start_s_crude_audit,gap_min_in_episode_m,attacker_speed_at_start_kmh,target_speed_same_time_kmh_audit,relative_speed_same_time_kmh_audit,closing_speed_v1_kmh_audit,closing_speed_v1_window_s_audit,closing_speed_v1_available_audit,attacker_position,target_position,track_distance_at_start_m,zone_id,distance_to_next_corner_m,distance_to_next_straight_m,compound,tyre_age,stint,EstimatedEnergyIndex,LookaheadDeployProxy,LookaheadHarvestProxy,LookaheadCoveredM,lookahead_truncated,TrackStatus,freeze_flag,event_type,overtake_success,actual_swap_delay_s,pass_after_horizon,attacker_PositionChange_audit,target_speed_at_attacker_position_kmh,relative_speed_same_position_kmh,spatial_time_gap_s,spatial_alignment_ok,spatial_alignment_lag_raw_s,closing_speed_at_start_kmh,closing_speed_n_samples,closing_speed_available,closing_speed_window_s,feature_version,window_crosses_start_finish
australian_gp_2026_R_00011,australian_gp_2026_R,2026,Albert Park,BOT,SAI,55,2026-03-08 04:05:07.612,2026-03-08 04:05:25.452,17.84,17.84,2026-03-08 04:05:37.612,30.0,2,67,75.68611111111113,0.9980586080586084,16.474444444444316,273.0,293.0,-20.0,,,False,18.0,14.0,12.933333333333335,straight_01,310.9504072136739,453.76700322223445,HARD,2.0,1.0,0.9907902148545872,16732.230688107084,99558.25062998309,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,3.0,,,,False,,-39.29084452863334,12,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00012,australian_gp_2026_R,2026,Albert Park,VER,BOT,77,2026-03-08 04:05:08.291,2026-03-08 04:05:25.452,17.161,15.761,2026-03-08 04:05:38.291,30.0,2,57,39.809166666666655,0.5100106761565835,11.823611111111177,281.0,304.0,-23.0,,,False,15.0,18.0,27.79972222222221,straight_01,296.084018324785,438.9006143333456,HARD,2.0,1.0,0.987952283356098,16225.337045567783,99516.92583712458,400.0,False,1,False,ON_TRACK_PASS,1.0,17.321,False,-1.0,284.8230486008836,-3.8230486008836237,0.495085,True,0.495085,-15.57660953687729,12,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00013,australian_gp_2026_R,2026,Albert Park,COL,VER,3,2026-03-08 04:05:08.451,2026-03-08 04:05:25.452,17.001,17.001,2026-03-08 04:05:38.451,30.0,2,49,20.827777777777783,0.2507692307692308,10.21277777777783,299.0,283.0,16.0,,,False,16.0,15.0,19.53777777777778,straight_01,304.34596276922946,447.16255877779,HARD,2.0,1.0,0.9974151140026638,16507.041442324942,99539.89194848674,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,-1.0,281.0,18.0,0.265846,True,0.265846,-52.342718679384454,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00014,australian_gp_2026_R,2026,Albert Park,LAW,COL,43,2026-03-08 04:05:08.972,2026-03-08 04:06:05.852,56.88,49.44,2026-03-08 04:05:38.972,30.0,2,130,48.06583333333333,0.5946288659793815,10.033333333333305,291.0,298.0,-7.0,,,False,17.0,16.0,14.887777777777783,straight_01,308.99596276922944,451.81255877779,MEDIUM,2.0,1.0,0.995728980869104,16665.59073465305,99552.81776982965,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,50.92,True,-1.0,297.9502508361204,-6.950250836120404,0.576986,True,0.576986,7.544888336994662,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00015,australian_gp_2026_R,2026,Albert Park,PER,LAW,30,2026-03-08 04:05:09.532,2026-03-08 04:06:10.452,60.92,60.92,2026-03-08 04:05:39.532,30.0,2,215,28.261111111111106,0.33032467532467524,10.849166666666632,308.0,293.0,15.0,,,False,19.0,17.0,32.06083333333333,straight_01,291.8229072136739,434.63950322223445,MEDIUM,2.0,1.0,0.9957129541953452,16080.047550686471,99505.0810283193,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,291.06869548729617,16.931304512703832,0.347634,True,0.347634,10.08695160538405,12,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00016,australian_gp_2026_R,2026,Albert Park,STR,PER,11,2026-03-08 04:05:10.372,2026-03-08 04:06:26.012,75.64,74.0,2026-03-08 04:05:40.372,30.0,2,275,70.2161111111111,0.851104377104377,10.145000000000891,297.0,314.0,-17.0,,,False,20.0,19.0,32.977777777777774,straight_01,290.90596276922946,433.72255877779,MEDIUM,2.0,1.0,0.994524546262136,16048.782842563705,99502.53215518592,399.99999999999994,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,76.0,True,0.0,308.0760599078341,-11.076059907834122,0.829351,True,0.829351,-10.136118528191888,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00017,australian_gp_2026_R,2026,Albert Park,SAI,BEA,87,2026-03-08 04:05:12.892,2026-03-08 04:05:21.932,9.04,9.04,2026-03-08 04:05:42.892,30.0,2,34,37.74722222222226,1.0294696969696981,37.672500000000014,132.0,148.0,-16.0,,,False,14.0,12.0,386.9266666666665,brake_T2,19.77366988890128,79.77366988890128,SOFT,2.0,1.0,0.9999202004980594,24362.206673450473,1804.0717021988632,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,1.0,134.2694235588974,-2.269423558897387,0.965699,True,0.965699,-4.6034735991777564,11,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00018,australian_gp_2026_R,2026,Albert Park,BEA,ALB,23,2026-03-08 04:05:15.972,2026-03-08 04:05:21.932,5.96,5.52,2026-03-08 04:05:45.972,30.0,2,21,11.023611111111109,0.17716517857142852,11.023611111111109,224.0,238.0,-14.0,-14.57552083333301,1.92,True,12.0,13.0,589.7658333333334,straight_02,462.5234409468428,680.4051577088396,MEDIUM,2.0,1.0,0.9987088424158844,22788.103439062546,42244.19542672794,400.0,False,1,False,ON_TRACK_PASS,1.0,6.44,False,-2.0,233.02376950780314,-9.023769507803138,0.174168,True,0.174168,-13.61484842251009,11,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00019,australian_gp_2026_R,2026,Albert Park,NOR,HAD,6,2026-03-08 04:05:19.532,2026-03-08 04:05:23.052,3.52,3.52,2026-03-08 04:05:49.532,30.0,2,13,21.733055555555666,0.5588500000000028,15.733055555555666,140.0,113.0,27.0,,,False,6.0,4.0,1036.355,brake_T3,15.934274280176169,233.81599104217298,MEDIUM,2.0,1.0,1.0,10994.357559984606,17465.38657301021,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,34.28,True,0.0,127.2261811023622,12.773818897637796,0.695078,True,0.695078,50.559475218659706,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00020,australian_gp_2026_R,2026,Albert Park,SAI,ALB,23,2026-03-08 04:05:22.412,2026-03-08 04:05:43.612,21.2,21.2,2026-03-08 04:05:52.412,30.0,2,85,41.00861111111112,0.8735562130177518,31.46416666666641,169.0,135.0,34.0,,,False,14.0,13.0,998.4008333333334,brake_T3,53.88844094684282,271.77015770883963,SOFT,2.0,1.0,1.0,9397.852764000138,44055.31537946506,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,1.0,195.38106060606057,-26.381060606060572,0.974363,True,0.974363,42.01544514459536,11,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00021,australian_gp_2026_R,2026,Albert Park,BEA,ALO,14,2026-03-08 04:05:22.412,2026-03-08 04:05:43.612,21.2,21.2,2026-03-08 04:05:52.412,30.0,2,85,29.890555555555466,0.5327029702970282,13.134999999999993,202.0,101.0,101.0,,,False,12.0,10.0,1043.575833333333,brake_T3,8.713440946843093,226.5951577088399,MEDIUM,2.0,1.0,0.9994263273548708,11285.997245832097,12407.899298762666,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,46.48,True,-2.0,129.42986666666667,72.57013333333333,0.986448,True,0.986448,95.81580571663837,11,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00022,australian_gp_2026_R,2026,Albert Park,ALB,BEA,87,2026-03-08 04:05:23.452,2026-03-08 04:05:43.612,20.16,7.08,2026-03-08 04:05:53.452,30.0,2,31,11.947499999999764,0.421676470588227,10.236388888888314,102.0,122.0,-20.0,-27.307692307692392,1.04,True,13.0,12.0,1072.2636111111112,corner_T3,137.90737993106177,197.90737993106177,MEDIUM,2.0,1.0,1.0,12574.71298755363,4338.163596925031,400.0,False,1,False,ON_TRACK_PASS,1.0,20.44,False,1.0,133.83229508196732,-31.832295081967317,0.338065,True,0.338065,-49.61352111672539,11,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00023,australian_gp_2026_R,2026,Albert Park,BOR,GAS,10,2026-03-08 04:05:24.052,2026-03-08 04:06:03.052,39.0,39.0,2026-03-08 04:05:54.052,30.0,2,151,17.565277777777283,0.7527976190475979,17.565277777777283,84.0,96.0,-12.0,,,False,11.0,9.0,1120.590833333334,brake_T4,89.5801577088389,149.5801577088389,MEDIUM,2.0,1.0,0.9999832130050486,15475.297895655993,355.4597524123595,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,89.96629213483128,-5.966292134831278,0.696629,True,0.696629,14.721631148418616,10,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00024,australian_gp_2026_R,2026,Albert Park,ALO,BOR,5,2026-03-08 04:05:27.612,2026-03-08 04:06:08.732,41.12,41.12,2026-03-08 04:05:57.612,30.0,2,129,10.63222222222339,0.29671317829460625,10.066111111110786,129.0,147.0,-18.0,-11.5600000000004,2.0,True,10.0,11.0,1232.6155555555551,corner_T4,172.53382999930477,37.55543548661785,SOFT,2.0,1.0,0.9996286035989062,20977.497154242585,149.2160327119858,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,140.39608843537337,-11.396088435373372,0.264156,True,0.264156,-8.662370517929464,14,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00025,australian_gp_2026_R,2026,Albert Park,COL,BOT,77,2026-03-08 04:05:34.972,2026-03-08 04:06:05.852,30.88,24.64,2026-03-08 04:06:04.972,30.0,2,87,59.64999999999986,1.0274641148325334,17.038611111110185,209.0,196.0,13.0,,,False,16.0,18.0,1407.5666666666668,corner_T5,427.1388337743256,57.582718888193085,HARD,2.0,1.0,0.9984759061730228,20173.43060523446,35686.17597853109,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,31.2,True,-1.0,198.96153846153828,10.038461538461718,1.118461,True,1.118461,-5.414599135716912,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00026,australian_gp_2026_R,2026,Albert Park,VER,SAI,55,2026-03-08 04:05:34.972,2026-03-08 04:06:22.172,47.2,46.361,2026-03-08 04:06:04.972,30.0,2,158,40.18694444444509,0.6989033816425233,11.16361111111155,207.0,218.0,-11.0,,,False,15.0,14.0,1467.416111111111,straight_04,367.2893893298815,719.7900233090688,HARD,2.0,1.0,0.9941975419685471,18885.352724452277,46982.45851619145,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,47.36,True,-1.0,205.0,2.0,0.679146,True,0.679146,6.230228763107185,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00027,australian_gp_2026_R,2026,Albert Park,LEC,RUS,63,2026-03-08 04:05:43.452,2026-03-08 04:07:13.773,90.321,88.92,2026-03-08 04:06:13.452,30.0,2,327,10.242222222220336,0.11780191693288566,10.032500000000027,313.0,334.0,-21.0,-17.857142857143185,1.6800000000000002,True,2.0,1.0,2821.1961111111123,straight_05,427.9657131977119,592.4524640443888,MEDIUM,2.0,1.0,0.9860975543498938,27222.92534881646,49495.15327806501,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,1.0,334.0,-21.0,0.108964,True,0.108964,-16.185882427386446,12,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00028,australian_gp_2026_R,2026,Albert Park,ALB,ALO,14,2026-03-08 04:05:43.892,2026-03-08 04:05:50.652,6.76,6.76,2026-03-08 04:06:13.892,30.0,2,26,66.00472222222197,0.886630597014922,60.91611111111297,268.0,264.0,4.0,,,False,13.0,10.0,2133.6080555555563,corner_T8,1115.5537687532678,53.5980788646234,MEDIUM,2.0,1.0,0.9967875853266398,33028.429780498496,486.0340308173257,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,119.36,True,1.0,267.5404275092937,0.45957249070630724,0.881736,True,0.881736,-14.079625722412507,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00029,australian_gp_2026_R,2026,Albert Park,SAI,BEA,87,2026-03-08 04:05:43.892,2026-03-08 04:05:49.052,5.16,5.16,2026-03-08 04:06:13.892,30.0,2,20,87.44499999999744,1.259207999999963,87.44499999999744,250.0,266.0,-16.0,,,False,14.0,12.0,2045.478611111112,brake_T8,81.72752330906769,141.7275233090677,SOFT,2.0,1.0,0.998512540482343,32095.498081453217,362.3802445547345,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,1.0,246.28266932271012,3.7173306772898798,1.21478,True,1.21478,-25.550580221996782,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00030,australian_gp_2026_R,2026,Albert Park,BOT,VER,3,2026-03-08 04:05:49.052,2026-03-08 04:06:05.852,16.8,16.8,2026-03-08 04:06:19.052,30.0,2,61,10.82055555555644,0.12898675496689796,10.82055555555644,302.0,314.0,-12.0,-7.738586956520523,1.8399999999999999,True,18.0,15.0,2397.093333333333,straight_05,852.0684909754914,1016.5552418221682,HARD,2.0,1.0,0.9956491975118478,33375.17958748221,561.2371077207505,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,3.0,311.84333200636934,-9.843332006369337,0.115022,True,0.115022,-8.085673414414263,12,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00031,australian_gp_2026_R,2026,Albert Park,LIN,HAM,44,2026-03-08 04:05:52.412,2026-03-08 04:06:20.452,28.04,28.04,2026-03-08 04:06:22.412,30.0,2,104,94.18916666666746,1.1302700000000097,10.095277777779302,300.0,214.0,86.0,74.28571428571327,1.96,True,5.0,3.0,3188.645277777777,brake_T9,60.51654653104697,225.0032973777238,MEDIUM,2.0,1.0,0.9905913147973764,17878.979005440862,40703.79104013306,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,278.69959353146993,21.30040646853007,1.556268,True,1.556268,57.98338387404794,9,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00032,australian_gp_2026_R,2026,Albert Park,SAI,ALB,23,2026-03-08 04:05:53.212,2026-03-08 04:06:23.772,30.56,30.56,2026-03-08 04:06:23.212,30.0,2,117,99.37499999999864,1.0840909090908941,10.134722222220262,330.0,322.0,8.0,7.631578947367259,1.52,True,14.0,13.0,2839.2450000000017,straight_05,409.91682430882247,574.4035751554993,SOFT,2.0,1.0,0.9930711539272034,26016.403768349162,59091.607453388904,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,1.0,324.97184597523204,5.028154024767957,1.115495,True,1.115495,5.552475247523733,10,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00033,australian_gp_2026_R,2026,Albert Park,ANT,HAD,6,2026-03-08 04:05:53.812,2026-03-08 04:05:57.812,4.0,4.0,2026-03-08 04:06:23.812,30.0,2,19,42.35638888888752,0.7125373831775471,40.300833333331866,214.0,184.0,30.0,,,False,7.0,4.0,3197.330833333333,brake_T9,51.830990975491204,216.31774182216805,MEDIUM,2.0,1.0,0.9926891346537317,18350.868596670673,36101.61091357899,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,201.78820876288535,12.211791237114653,0.807685,True,0.807685,54.039971448963755,9,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00034,australian_gp_2026_R,2026,Albert Park,ALB,BEA,87,2026-03-08 04:05:54.412,2026-03-08 04:06:08.732,14.32,14.32,2026-03-08 04:06:24.412,30.0,2,47,11.636388888885904,0.14010367892972994,10.573055555549672,299.0,330.0,-31.0,-16.559999999998855,2.0,True,13.0,12.0,3042.3519444444446,straight_05,206.80987986437958,371.2966307110564,MEDIUM,2.0,1.0,0.9913113475480316,15733.821783141839,72063.50722336548,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,1.0,330.0,-31.0,0.121587,True,0.121587,-13.434541009111426,12,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00035,australian_gp_2026_R,2026,Albert Park,ANT,NOR,1,2026-03-08 04:05:58.132,2026-03-08 04:06:04.172,6.04,6.04,2026-03-08 04:06:28.132,30.0,2,21,49.13083333333179,0.7860933333333087,49.06416666666519,225.0,234.0,-9.0,,,False,7.0,6.0,3437.2980555555564,straight_06,620.4673847727331,680.467384772734,MEDIUM,2.0,1.0,0.9927691987901524,28368.367906205833,1291.7542670491134,400.0,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,110.921,True,0.0,214.0,11.0,0.768051,True,0.768051,-0.7478219478423737,13,True,3.0,v4_t0_anchored_30s_horizon,False
australian_gp_2026_R_00036,australian_gp_2026_R,2026,Albert Park,HAD,LIN,41,2026-03-08 04:06:00.132,2026-03-08 04:06:04.172,4.04,4.04,2026-03-08 04:06:30.132,30.0,2,14,99.56750000000147,1.2710744680851254,78.5336111111119,282.0,269.0,13.0,10.220000000001049,2.0,True,4.0,5.0,3636.232777777776,straight_06,421.5326625505136,481.5326625505145,MEDIUM,2.0,1.0,0.9886609830210954,22043.38964764344,63080.4253177904,400.0,False,1,False,ON_TRACK_PASS,1.0,25.24,False,0.0,250.85557359307322,31.144426406926783,1.363924,True,1.363924,7.35013176205856,11,True,3.0,v4_t0_anchored_30s_horizon,True
australian_gp_2026_R_00037,australian_gp_2026_R,2026,Albert Park,HAM,LEC,16,2026-03-08 04:06:01.932,2026-03-08 04:06:23.572,21.64,21.64,2026-03-08 04:06:31.932,30.0,2,82,93.59583333333512,1.2763068181818427,27.113611111108185,264.0,105.0,159.0,138.4433333333336,1.8,True,3.0,2.0,3961.806944444446,brake_T11,95.95849588384363,155.95849588384453,MEDIUM,2.0,1.0,0.983696327885003,8937.607676797448,76014.07181053203,400.00000000000045,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,237.7535076530632,26.246492346936805,2.232549,True,2.232549,112.45841319564514,11,True,3.0,v4_t0_anchored_30s_horizon,True
australian_gp_2026_R_00038,australian_gp_2026_R,2026,Albert Park,NOR,LIN,41,2026-03-08 04:06:04.572,2026-03-08 04:06:09.732,5.16,5.16,2026-03-08 04:06:34.572,30.0,2,23,79.34833333333381,1.0658731343283647,65.79194444444511,268.0,233.0,35.0,,,False,6.0,5.0,3988.918888888889,brake_T11,68.84655143940063,128.84655143940154,MEDIUM,2.0,1.0,0.9935768463054582,9286.771133492632,59415.50516981448,400.00000000000045,False,1,False,CLOSE_INTERACTION_NO_PASS,0.0,,False,0.0,278.2815195753151,-10.281519575315087,1.136773,True,1.136773,32.307501737185795,10,True,3.0,v4_t0_anchored_30s_horizon,True
australian_gp_2026_R_00039,australian_gp_2026_R,2026,Albert Park,ANT,OCO,31,2026-03-08 04:06:05.852,2026-03-08 04:06:11.532,5.68,5.68,2026-03-08 04:06:35.852,30.0,2,22,12.9950000000008,0.2735789473684379,12.9950000000008,171.0,253.0,-82.0,-75.00000000000001,0.48,True,7.0,8.0,3980.3425,brake_T11,77.42294032828931,137.42294032829022,MEDIUM,2.0,1.0,0.9989580315336314,9176.319387896041,64666.171082052526,400.00000000000045,False,1,False,ON_TRACK_PASS,1.0,20.84,False,0.0,259.08616600790504,-88.08616600790504,0.182584,True,0.182584,-15.137076852079693,11,True,3.0,v4_t0_anchored_30s_horizon,True
